stock_code,post_id,title,author,date,reads,replies,sector,stock_name,sector_name,title_clean,title_segmented,sentiment,sentiment_score
300229,1768957309,啥时候能她么到30……就这半死不活的样子。一点希望也没有……,王者我只玩安琪拉,09-04 01:33,36,1,AI_Agent,拓尔思,AI Agent,啥时候能她么到30……就这半死不活的样子。一点希望也没有……,啥时候 30 半死不活 样子 一点 希望 没有,中性,0.0
300229,1769033114,今天冲的完了,rghxx,09-04 02:20,54,3,AI_Agent,拓尔思,AI Agent,今天冲的完了,,中性,0.0
300229,1769057671,牛逼大了,乐观的丁云飞,09-04 02:34,31,0,AI_Agent,拓尔思,AI Agent,牛逼大了,牛逼大,正面,1.0
300229,1769030050,这个没有现金流的票，就是肉票，已经获利清空,喜马拉雅听,09-04 02:18,32,0,AI_Agent,拓尔思,AI Agent,这个没有现金流的票，就是肉票，已经获利清空,这个 没有 现金流 就是 肉票 已经 获利 清空,负面,-1.0
300229,1769014356,今天收盘还能红吗？,买罗住涨停,09-04 02:08,29,0,AI_Agent,拓尔思,AI Agent,今天收盘还能红吗？,收盘,中性,0.0
300229,1768992694,开盘牛，收盘熊。拉裤兜子了~~~,痞机兔,09-04 01:54,25,0,AI_Agent,拓尔思,AI Agent,开盘牛，收盘熊。拉裤兜子了~~~,开盘 收盘 裤兜,中性,0.0
300229,1768969760,这几年创业板最差的一周，两天没有涨停板,郑道正道也,09-04 01:40,34,1,AI_Agent,拓尔思,AI Agent,这几年创业板最差的一周，两天没有涨停板,几年 创业板 最差 一周 两天 没有 涨停板,正面,1.0
300229,1768964146,拓尔思后续走势及股价预测,热度价值投资,09-04 01:37,59,1,AI_Agent,拓尔思,AI Agent,拓尔思后续走势及股价预测,拓尔思 后续 走势 股价 预测,中性,0.0
300229,1768984515,收盘肯定是长长的上阴线了下周继续跌,naxibi,09-04 01:49,31,0,AI_Agent,拓尔思,AI Agent,收盘肯定是长长的上阴线了下周继续跌,收盘 肯定 长长的 阴线 下周 继续,负面,-1.0
300229,1768957918,下午开始砸盘能砸绿吗我想买,naxibi,09-04 01:33,26,0,AI_Agent,拓尔思,AI Agent,下午开始砸盘能砸绿吗我想买,下午 开始,负面,-1.0
300229,1768947476,还拉个毛线，全都是砸盘的,股友80FF389807,09-04 01:27,26,0,AI_Agent,拓尔思,AI Agent,还拉个毛线，全都是砸盘的,还拉个 毛线 全都,负面,-1.0
300229,1768862949,拓尔思2026年研发支出1亿多，研发投入占营收的比例，A股AI应用公司排名第前三,股友0i0w697190,09-04 11:14,187,3,AI_Agent,拓尔思,AI Agent,拓尔思2026年研发支出1亿多，研发投入占营收的比例，A股AI应用公司排名第前三,拓尔思 2026 研发 支出 亿多 研发 投入 占营收 比例 A股 AI 应用 排名第,正面,1.0
300229,1768931185,熟悉的线条、熟悉的套路,fydqc999,09-04 01:15,24,0,AI_Agent,拓尔思,AI Agent,熟悉的线条、熟悉的套路,熟悉 线条 熟悉 套路,中性,0.0
300229,1768907534,昨天减了点你加到易点里面，果然比你强太多了，龙头就是龙头，杂牌不能玩。,刘一手小小号,09-04 12:44,41,1,AI_Agent,拓尔思,AI Agent,昨天减了点你加到易点里面，果然比你强太多了，龙头就是龙头，杂牌不能玩。,加到 易点 里面 果然 强太多 龙头 就是 龙头 杂牌 不能,正面,1.0
300229,1768910073,这些软件应用的跳水都这么厉害……隔壁一点天下，上月彩讯全部都是恐怖的上影线,青衫听浩然,09-04 12:56,32,0,AI_Agent,拓尔思,AI Agent,这些软件应用的跳水都这么厉害……隔壁一点天下，上月彩讯全部都是恐怖的上影线,这些 软件应用 跳水 这么 厉害 隔壁 一点 天下 彩讯 全部都是 恐怖 上影线,负面,-1.0
300229,1768896923,下午涨停不服验证,沃尔玛,09-04 11:59,49,2,AI_Agent,拓尔思,AI Agent,下午涨停不服验证,下午 涨停 不服 验证,正面,0.3333
300229,1768878988,姓屠的一家跑了,失去梦想大鸡腿,09-04 11:26,110,4,AI_Agent,拓尔思,AI Agent,姓屠的一家跑了,一家,中性,0.0
300229,1768874639,高点已现，散了吧，该搬砖的搬砖，该躺平了躺平。,股友h9D5qw0793,09-04 11:23,37,0,AI_Agent,拓尔思,AI Agent,高点已现，散了吧，该搬砖的搬砖，该躺平了躺平。,高点 已现 躺平 躺平,中性,0.0
300229,1768805019,北京时间周五凌晨，OpenAI正式发布GPT-6Astra，并称其为“目前全球最,操盘必读,09-04 10:36,195,1,AI_Agent,拓尔思,AI Agent,北京时间周五凌晨，OpenAI正式发布GPT-6Astra，并称其为“目前全球最,北京 时间 周五 凌晨 OpenAI 正式 发布 GPT 6Astra 并称 其为 目前 全球,中性,0.0
300229,1768860946,下午雄起来,ST猫王,09-04 11:13,28,0,AI_Agent,拓尔思,AI Agent,下午雄起来,下午 起来,负面,-1.0
300229,1768854395,下午剩一个点,林林卡卡呀,09-04 11:08,35,1,AI_Agent,拓尔思,AI Agent,下午剩一个点,下午 一个点,负面,-1.0
300229,1768671872,果然冲高回落股友们真的准啊,naxibi,09-04 09:38,29,1,AI_Agent,拓尔思,AI Agent,果然冲高回落股友们真的准啊,果然 冲高 回落 股友们,正面,1.0
300229,1768798535,不是说业绩亏的越多，估计涨的越多吗,苏州小散,09-04 10:32,39,0,AI_Agent,拓尔思,AI Agent,不是说业绩亏的越多，估计涨的越多吗,不是 业绩 估计,正面,1.0
300229,1768698432,今天有一次赌的机会，赌今晚大非农数据不支持加息，就有机会日线金叉，会有一个一周左,牛的很666,09-04 09:46,207,4,AI_Agent,拓尔思,AI Agent,今天有一次赌的机会，赌今晚大非农数据不支持加息，就有机会日线金叉，会有一个一周左,一次 机会 今晚 非农 数据 支持 加息 机会 日线 金叉 一周,正面,1.0
300229,1768770096,亏点就跑吧,有激情的冬清蓝11,09-04 10:17,41,1,AI_Agent,拓尔思,AI Agent,亏点就跑吧,亏点,中性,0.0
300229,1768644951,能不能搞个大的,心细如发的烟渚5,09-04 09:28,37,1,AI_Agent,拓尔思,AI Agent,能不能搞个大的,不能 搞个,中性,0.0
300229,1768767523,126亿，呵呵,白云的蓉澈好帅,09-04 10:15,29,0,AI_Agent,拓尔思,AI Agent,126亿，呵呵,126 呵呵,中性,0.0
300229,1768758203,光速回归,拓尔思钉子户,09-04 10:10,31,0,AI_Agent,拓尔思,AI Agent,光速回归,光速 回归,中性,0.0
300229,1768752574,主力，这个位置要加速，我教你的一定要听啊,郑道正道也,09-04 10:08,33,0,AI_Agent,拓尔思,AI Agent,主力，这个位置要加速，我教你的一定要听啊,主力 这个 位置 加速 我教 一定,中性,0.0
300229,1768749585,$拓尔思(SZ300229)$,沉静的萧菊,09-04 10:06,133,0,AI_Agent,拓尔思,AI Agent,$拓尔思(SZ300229)$,拓尔思 SZ300229,中性,0.0
300229,1768745263,易点涨停了，看你了,玉龙雪山彩虹谷,09-04 10:04,31,0,AI_Agent,拓尔思,AI Agent,易点涨停了，看你了,易点 涨停,正面,1.0
300229,1768729929,这个位置其实很低了，但是你为什么就是不涨呢,心细如发的烟渚5,09-04 09:58,27,1,AI_Agent,拓尔思,AI Agent,这个位置其实很低了，但是你为什么就是不涨呢,这个 位置 就是 不涨,正面,1.0
300229,1768740045,就这样了，散了吧,斗转星移又一天,09-04 10:02,27,0,AI_Agent,拓尔思,AI Agent,就这样了，散了吧,这样,中性,0.0
300229,1768918666,前两天14.70满仓干的,乐观的丁云飞,09-04 01:05,46,1,AI_Agent,拓尔思,AI Agent,前两天14.70满仓干的,前两天 14.70 满仓,正面,1.0
300229,1768904022,按惯例，下午回调，涨幅趋于0。,抄底8888888,09-04 12:28,35,0,AI_Agent,拓尔思,AI Agent,按惯例，下午回调，涨幅趋于0。,惯例 下午 回调 涨幅 趋于,中性,0.0
300229,1768382239,看看拓斯达，再看看你,王者我只玩安琪拉,09-03 02:00,63,3,AI_Agent,拓尔思,AI Agent,看看拓斯达，再看看你,看看 拓斯达 看看,中性,0.0
300229,1768728679,先启动的还不如后排的，没钱就别学人家拉伸了。,sxy007mike,09-04 09:57,26,0,AI_Agent,拓尔思,AI Agent,先启动的还不如后排的，没钱就别学人家拉伸了。,启动 不如 后排 没钱 别学 人家 拉伸,中性,0.0
300229,1768721805,把昨天买的减了，真心买少了感谢主力！！！,maninblacklist,09-04 09:55,32,0,AI_Agent,拓尔思,AI Agent,把昨天买的减了，真心买少了感谢主力！！！,真心 买少 感谢 主力,中性,0.0
300229,1768713659,最后一点都打完了,心细如发的烟渚5,09-04 09:52,31,0,AI_Agent,拓尔思,AI Agent,最后一点都打完了,最后 一点,负面,-1.0
300229,1768708663,GPT‑6横空出世，大模型能力大幅跃升，网络安全风险也随之陡增。深度伪造、黑产攻,鼓掌声,09-04 09:50,242,0,AI_Agent,拓尔思,AI Agent,GPT‑6横空出世，大模型能力大幅跃升，网络安全风险也随之陡增。深度伪造、黑产攻,GPT 横空出世 模型 能力 大幅 跃升 网络安全 风险 随之 陡增 深度 伪造 黑产攻,负面,-0.3333
300229,1768699235,绿毛龟拓好像没有涨停过,湿土05,09-04 09:47,31,0,AI_Agent,拓尔思,AI Agent,绿毛龟拓好像没有涨停过,绿毛龟 好像 没有 涨停,正面,1.0
300229,1768698681,很好的一个上攻点，看主力实力了,郑道正道也,09-04 09:47,26,0,AI_Agent,拓尔思,AI Agent,很好的一个上攻点，看主力实力了,上攻 主力 实力,中性,0.0
300229,1768698615,卖哦，尾盘再进，规律就这样,股友9001i1d118,09-04 09:47,26,0,AI_Agent,拓尔思,AI Agent,卖哦，尾盘再进，规律就这样,尾盘 再进 规律 这样,负面,-1.0
300229,1768696864,绿毛龟拓好像没涨停过,湿土05,09-04 09:46,28,0,AI_Agent,拓尔思,AI Agent,绿毛龟拓好像没涨停过,绿毛龟 好像 涨停,正面,1.0
300229,1768694929,冲高卖，绿2-3天的时候买入,勤俭得雪雁,09-04 09:45,19,0,AI_Agent,拓尔思,AI Agent,冲高卖，绿2-3天的时候买入,冲高卖 买入,正面,0.5
300229,1768662229,今天有量，争取放量上涨，五日线上穿20日。,牛的很666,09-04 09:35,65,5,AI_Agent,拓尔思,AI Agent,今天有量，争取放量上涨，五日线上穿20日。,有量 争取 放量 上涨 五日 线上 20,正面,1.0
300229,1768679146,应该每天开盘卖，尾盘买进,股友9001i1d118,09-04 09:40,34,0,AI_Agent,拓尔思,AI Agent,应该每天开盘卖，尾盘买进,每天 开盘 尾盘 买进,中性,0.0
300229,1768671216,每次都是冲个回落，没有一次不是,rOySl5,09-04 09:38,23,0,AI_Agent,拓尔思,AI Agent,每次都是冲个回落，没有一次不是,每次 冲个 回落 没有 一次 不是,正面,1.0
300229,1768645755,涨了就卖，1层不留，哈哈哈，进来，就赚,nazeixtl,09-04 09:29,44,1,AI_Agent,拓尔思,AI Agent,涨了就卖，1层不留，哈哈哈，进来，就赚,不留 哈哈哈 进来,正面,0.3333
300229,1768661442,创业板人工智能ETF华宝（159363）拉升1%，拓尔思领涨3.65%，AI算力景气上行光模块龙头受益,宝哥聊科技,09-04 09:34,159,0,AI_Agent,拓尔思,AI Agent,创业板人工智能ETF华宝（159363）拉升1%，拓尔思领涨3.65%，AI算力景气上行光模块龙头受益,创业板 人工智能 ETF 华宝 159363 拉升 1% 拓尔思 领涨 3.65% AI 算力 景气 上行 模块 龙头 受益,正面,1.0
300229,1768645436,T一半等尾盘回了在j接,基民15T9Y97815,09-04 09:29,35,1,AI_Agent,拓尔思,AI Agent,T一半等尾盘回了在j接,一半 尾盘,中性,0.0
300229,1768651383,又是拉高出货,巴菲特001NB,09-04 09:31,25,0,AI_Agent,拓尔思,AI Agent,又是拉高出货,拉高 出货,中性,0.0
300229,1768632720,拓尔思：融资净偿还257.4万元，融资余额9.22亿元,拓尔思资讯,09-04 09:19,57,0,AI_Agent,拓尔思,AI Agent,拓尔思：融资净偿还257.4万元，融资余额9.22亿元,拓尔思 融资 偿还 257.4 万元 融资 余额 9.22 亿元,中性,0.0
300229,1768608100,今天该大涨吧，进来两天被抽了两天巴掌,乐观的丁云飞,09-04 07:42,45,1,AI_Agent,拓尔思,AI Agent,今天该大涨吧，进来两天被抽了两天巴掌,该大涨 进来 两天 两天 巴掌,正面,1.0
300229,1768619942,我以为就这个股比较艰难，逛了一圈发现每个软件股都惨，还有更惨的,莆田产业链,09-04 08:45,52,1,AI_Agent,拓尔思,AI Agent,我以为就这个股比较艰难，逛了一圈发现每个软件股都惨，还有更惨的,以为 这个 艰难 一圈 发现 每个 软件 还有 更惨,中性,0.0
300229,1768582942,老美那边应用大涨啊,涨势不断,09-03 11:26,52,1,AI_Agent,拓尔思,AI Agent,老美那边应用大涨啊,那边 应用 大涨,正面,1.0
300229,1768567060,她不一样,出水的管兰,09-03 10:03,49,2,AI_Agent,拓尔思,AI Agent,她不一样,一样,中性,0.0
300229,1768573074,该轮到你涨了吧,如履薄冰仔,09-03 10:28,35,0,AI_Agent,拓尔思,AI Agent,该轮到你涨了吧,该轮,正面,1.0
300229,1768562495,Palantir大涨啊，拓仔你倒是跟跟啊，屠哥靳弟格局打开！,恭喜发财e0123,09-03 09:45,117,2,AI_Agent,拓尔思,AI Agent,Palantir大涨啊，拓仔你倒是跟跟啊，屠哥靳弟格局打开！,Palantir 大涨 拓仔 屠哥 靳弟 格局 打开,正面,1.0
300229,1768521497,做了一次T14.6出，13.5接回一半不知对不对，心里没底边，边走边看低了再加点,股友UbTBpD,09-03 06:13,55,0,AI_Agent,拓尔思,AI Agent,做了一次T14.6出，13.5接回一半不知对不对，心里没底边，边走边看低了再加点,一次 T14.6 13.5 接回 一半 不知 心里 没底 边走边看 加点,中性,0.0
300229,1768472430,屠总清仓跑路了吗，这货还有人能赚钱？,莆田产业链,09-03 03:20,50,1,AI_Agent,拓尔思,AI Agent,屠总清仓跑路了吗，这货还有人能赚钱？,屠总 清仓 这货 还有 人能 赚钱,中性,0.0
300229,1768462436,这个位置卖出去怎样,股友n52112N112,09-03 03:05,211,1,AI_Agent,拓尔思,AI Agent,这个位置卖出去怎样,这个 位置 卖出去 怎样,负面,-1.0
300229,1768465360,屠文斌，我现在做T成本已经做成16.8了，你跟我说句实话，我能回本吗？,愿好运伴一生,09-03 03:09,50,0,AI_Agent,拓尔思,AI Agent,屠文斌，我现在做T成本已经做成16.8了，你跟我说句实话，我能回本吗？,屠文斌 现在 成本 已经 做成 16.8 说句实话 我能 回本,中性,0.0
300229,1768117854,走了走了，扛不住了，去大智慧混了,拓尔思钉子户,09-03 09:54,60,3,AI_Agent,拓尔思,AI Agent,走了走了，扛不住了，去大智慧混了,扛不住 智慧,中性,0.0
300229,1768452085,搞1层仓，试试,nazeixtl,09-03 02:56,28,0,AI_Agent,拓尔思,AI Agent,搞1层仓，试试,层仓 试试,中性,0.0
300229,1768445216,哟，13.42到过啦，没破，难道撑住了,nazeixtl,09-03 02:51,35,0,AI_Agent,拓尔思,AI Agent,哟，13.42到过啦，没破，难道撑住了,13.42 难道 撑住,中性,0.0
300229,1768434625,垃圾今天清仓了,基民7cMUVi,09-03 02:43,32,0,AI_Agent,拓尔思,AI Agent,垃圾今天清仓了,垃圾 清仓,负面,-1.0
300229,1768430898,前天就预言了今天的结果，无奈做梦想发财的人太多了,只涨不跌是粑粑,09-03 02:40,31,0,AI_Agent,拓尔思,AI Agent,前天就预言了今天的结果，无奈做梦想发财的人太多了,前天 预言 结果 无奈 梦想 发财 人太多,正面,1.0
300229,1768387147,AI主宰世界，跟屠总坚守未来。,万谛一灭,09-03 02:04,46,1,AI_Agent,拓尔思,AI Agent,AI主宰世界，跟屠总坚守未来。,AI 主宰世界 坚守 未来,正面,1.0
300229,1766842655,全球首个！太空算力在轨试验实现常态化；工信部开展人工智能应用服务商培育专项行动——《投资早参》,久之洋资讯,09-01 07:54,3211,3,AI_Agent,拓尔思,AI Agent,全球首个！太空算力在轨试验实现常态化；工信部开展人工智能应用服务商培育专项行动——《投资早参》,全球 首个 太空 算力 试验 实现 常态 工信部 开展 人工智能 应用 服务商 培育 专项 行动 投资 早参,正面,0.3333
300229,1768386505,善始善终收盘13.69,股友2L2013G006,09-03 02:03,28,0,AI_Agent,拓尔思,AI Agent,善始善终收盘13.69,善始善终 收盘 13.69,中性,0.0
300229,1768354819,要爆雷了,潜入血池,09-03 01:37,22,0,AI_Agent,拓尔思,AI Agent,要爆雷了,爆雷,负面,-1.0
300229,1768345149,前几个月每天成交量35000亿的时候都没人碰，现在缩量一半更没有资金来碰。,sxy007mike,09-03 01:30,32,0,AI_Agent,拓尔思,AI Agent,前几个月每天成交量35000亿的时候都没人碰，现在缩量一半更没有资金来碰。,几个 每天 成交量 35000 没人 现在 缩量 一半 没有 资金,中性,0.0
300229,1768332780,这量能，一大早就要跑，跑晚了，也要跑,拓尔思钉子户,09-03 01:22,36,0,AI_Agent,拓尔思,AI Agent,这量能，一大早就要跑，跑晚了，也要跑,这量 一大早 就要,中性,0.0
300229,1768328527,坏透了，缺口补了还要跌,湿土05,09-03 01:19,25,0,AI_Agent,拓尔思,AI Agent,坏透了，缺口补了还要跌,坏透 缺口 还要,负面,-1.0
300229,1768192204,哎……头这么老大,王者我只玩安琪拉,09-03 10:31,62,2,AI_Agent,拓尔思,AI Agent,哎……头这么老大,这么 老大,中性,0.0
300229,1768307628,早上见红就要跑,巴菲特001NB,09-03 01:03,25,0,AI_Agent,拓尔思,AI Agent,早上见红就要跑,早上 就要,中性,0.0
300229,1768233531,这里的盘子，我接了，不要的，甩过来,股友80FF389807,09-03 10:58,46,1,AI_Agent,拓尔思,AI Agent,这里的盘子，我接了，不要的，甩过来,这里 盘子 我接 不要 过来,中性,0.0
300229,1768286676,120分钟线还没死叉，还能抢救一下,丁元英先生,09-03 11:55,38,0,AI_Agent,拓尔思,AI Agent,120分钟线还没死叉，还能抢救一下,120 分钟 抢救,负面,-1.0
300229,1768194081,等待，第3次等～待～～,nazeixtl,09-03 10:32,37,0,AI_Agent,拓尔思,AI Agent,等待，第3次等～待～～,等待,中性,0.0
300229,1768190374,一个多月大多数交易日一早拉，半小时就开始往下,讲究之紫罗兰,09-03 10:30,31,0,AI_Agent,拓尔思,AI Agent,一个多月大多数交易日一早拉，半小时就开始往下,一个多月 大多数 交易日 一早 半小时 开始,负面,-1.0
300229,1768189046,有没有大佬带头点火？呼叫万手哥，呼叫万手哥，呼叫万手哥,股友80FF389807,09-03 10:29,28,0,AI_Agent,拓尔思,AI Agent,有没有大佬带头点火？呼叫万手哥，呼叫万手哥，呼叫万手哥,有没有 大佬 带头 点火 呼叫 万手 呼叫 万手 呼叫 万手,中性,0.0
300229,1768185336,绿毛龟拓天天绿油油不绿就不好意思哈,湿土05,09-03 10:27,28,0,AI_Agent,拓尔思,AI Agent,绿毛龟拓天天绿油油不绿就不好意思哈,绿毛龟 天天 绿油油 不绿 不好意思,中性,0.0
300229,1767515151,拒绝AI纸上谈兵，锚定实战价值闭环：拓尔思第二届“AI+X”百万创新大赛圆满完赛,拓尔思,09-02 09:43,704,16,AI_Agent,拓尔思,AI Agent,拒绝AI纸上谈兵，锚定实战价值闭环：拓尔思第二届“AI+X”百万创新大赛圆满完赛,拒绝 AI 纸上谈兵 锚定 实战 价值 闭环 拓尔思 第二届 AI 百万 创新 大赛 圆满 完赛,正面,1.0
300229,1768157420,绿毛龟拓天天绿油油绿油油绿油油绿油油绿油油绿油油绿油油绿油油绿油油绿油油,湿土05,09-03 10:12,27,0,AI_Agent,拓尔思,AI Agent,绿毛龟拓天天绿油油绿油油绿油油绿油油绿油油绿油油绿油油绿油油绿油油绿油油,绿毛龟 天天 绿油油 绿油油 绿油油 绿油油 绿油油 绿油油 绿油油 绿油油 绿油油 绿油油,中性,0.0
300229,1768110722,果然只会纸上谈兵,我被量化包围了,09-03 09:51,23,0,AI_Agent,拓尔思,AI Agent,果然只会纸上谈兵,果然 只会 纸上谈兵,中性,0.0
300229,1768110712,开盘冲高仍在诱多，离买点仍有一定的距离和时间，等大盘下行时再看看,斗转星移又一天,09-03 09:51,27,0,AI_Agent,拓尔思,AI Agent,开盘冲高仍在诱多，离买点仍有一定的距离和时间，等大盘下行时再看看,开盘 冲高 诱多 买点 一定 距离 时间 大盘 下行 看看,正面,0.3333
300229,1768084504,今天财神节，祝大家运气爆棚,讲究之紫罗兰,09-03 09:41,26,0,AI_Agent,拓尔思,AI Agent,今天财神节，祝大家运气爆棚,财神 大家 运气 爆棚,中性,0.0
300229,1768065024,曹高点已现了吗？？？,股友h9D5qw0793,09-03 09:35,24,0,AI_Agent,拓尔思,AI Agent,曹高点已现了吗？？？,高点 已现,中性,0.0
300229,1768015273,今天上涨是一定的，涨幅不大1-2点之间！,恒心的顾祺叶,09-03 08:16,88,2,AI_Agent,拓尔思,AI Agent,今天上涨是一定的，涨幅不大1-2点之间！,上涨 一定 涨幅 不大 之间,正面,1.0
300229,1768055223,拓尔思你股价能赶上蓝色光标就行,daimi1012,09-03 09:32,37,0,AI_Agent,拓尔思,AI Agent,拓尔思你股价能赶上蓝色光标就行,拓尔思 股价 赶上 蓝色 光标 就行,中性,0.0
300229,1768034774,拓尔思：融资净偿还809.25万元，融资余额9.25亿元,拓尔思资讯,09-03 09:20,58,0,AI_Agent,拓尔思,AI Agent,拓尔思：融资净偿还809.25万元，融资余额9.25亿元,拓尔思 融资 偿还 809.25 万元 融资 余额 9.25 亿元,中性,0.0
300229,1767416909,AI竞争从“拼模型”转向“拼交付” 服务商能力体系逐步形成,商汤-W资讯,09-02 02:33,2679,8,AI_Agent,拓尔思,AI Agent,AI竞争从“拼模型”转向“拼交付” 服务商能力体系逐步形成,AI 竞争 模型 转向 交付 服务商 能力 体系 逐步形成,正面,1.0
300229,1767928970,昨天刚进来今天就是一巴掌,乐观的丁云飞,09-02 06:31,69,2,AI_Agent,拓尔思,AI Agent,昨天刚进来今天就是一巴掌,进来 就是 一巴掌,中性,0.0
300229,1767632280,下午能放量拉回来，有希望形成底部。银行，保险，农业都过热了，看ai应用能不能卡位,牛的很666,09-02 10:38,135,2,AI_Agent,拓尔思,AI Agent,下午能放量拉回来，有希望形成底部。银行，保险，农业都过热了，看ai应用能不能卡位,下午 放量 拉回来 希望 形成 底部 银行 保险 农业 过热 ai 应用 不能 卡位,中性,0.0
300229,1767782767,没想到啊，没想到……你比标哥还能跌,王者我只玩安琪拉,09-02 01:52,56,1,AI_Agent,拓尔思,AI Agent,没想到啊，没想到……你比标哥还能跌,没想到 没想到 标哥,负面,-1.0
300229,1767665025,这东西只有每天开盘一二十分钟有点激情,我被量化包围了,09-02 11:01,60,2,AI_Agent,拓尔思,AI Agent,这东西只有每天开盘一二十分钟有点激情,东西 只有 每天 开盘 二十分钟 有点 激情,中性,0.0
300229,1767904325,一天天除了跌还是跌,股友h9D5qw0793,09-02 04:44,41,0,AI_Agent,拓尔思,AI Agent,一天天除了跌还是跌,一天天 除了,负面,-1.0
300229,1767848465,总是钱不够用，继续打工挣钱,拓尔思钉子户,09-02 02:50,40,0,AI_Agent,拓尔思,AI Agent,总是钱不够用，继续打工挣钱,总是 不够 继续 打工 挣钱,中性,0.0
300229,1767834917,谁说的他是军工信息，啥都作假哦！建议删除军工信息板块！,股友6VY7965502,09-02 02:39,43,0,AI_Agent,拓尔思,AI Agent,谁说的他是军工信息，啥都作假哦！建议删除军工信息板块！,军工 信息 作假 建议 删除 军工 信息 板块,中性,0.0
300229,1767822139,新一轮下跌开始,股友h9D5qw0793,09-02 02:28,38,0,AI_Agent,拓尔思,AI Agent,新一轮下跌开始,新一轮 下跌 开始,负面,-1.0
300229,1767820751,补仓都没机会，一直在跌,股友n679790e00,09-02 02:26,43,0,AI_Agent,拓尔思,AI Agent,补仓都没机会，一直在跌,补仓 机会 一直,负面,-0.3333
300229,1767749948,垃圾，玩，一。,股友h9D5qw0793,09-02 01:20,35,0,AI_Agent,拓尔思,AI Agent,垃圾，玩，一。,垃圾,中性,0.0
300229,1767715089,昨天14.6卖出一部分，今天13.6买回来了,丁元英先生,09-02 12:09,69,1,AI_Agent,拓尔思,AI Agent,昨天14.6卖出一部分，今天13.6买回来了,14.6 卖出 一部分 13.6 买回来,负面,-1.0
300229,1767723829,这个也没有现金流，所以,喜马拉雅听,09-02 12:47,43,0,AI_Agent,拓尔思,AI Agent,这个也没有现金流，所以,这个 没有 现金流,中性,0.0
300229,1764133759,民营商业航天新突破，卫星研制到发射，首次出口东南亚；西部卫星超级工厂即将启动招标，目标年产300颗卫星；上海支持微短剧企业通过出海平台、海外发行拓展多语种海外市场——《投资早参》,金利华电资讯,08-26 07:37,9437,16,AI_Agent,拓尔思,AI Agent,民营商业航天新突破，卫星研制到发射，首次出口东南亚；西部卫星超级工厂即将启动招标，目标年产300颗卫星；上海支持微短剧企业通过出海平台、海外发行拓展多语种海外市场——《投资早参》,民营 商业 航天 突破 卫星 研制 发射 首次 出口 东南亚 西部 卫星 超级 工厂 即将 启动 招标 目标 年产 300 颗卫星 上海 支持 短剧 企业 通过 出海 平台 海外 发行 拓展 多语种 海外 市场 投资 早参,正面,1.0
300229,1767703792,大模型第一股智谱的首份中报：收入超去年全年，MaaS ARR达16亿美元，这10家公司你关注了吗？,主力收割机lol,09-02 11:36,796,0,AI_Agent,拓尔思,AI Agent,大模型第一股智谱的首份中报：收入超去年全年，MaaS ARR达16亿美元，这10家公司你关注了吗？,模型 第一股 智谱 首份 收入 去年 全年 MaaS ARR 16 亿美元 10 关注,正面,1.0
300229,1767694408,我昨天加仓了啊酸萝卜憋齐,诚实的邱优10,09-02 11:25,43,0,AI_Agent,拓尔思,AI Agent,我昨天加仓了啊酸萝卜憋齐,加仓 萝卜,正面,1.0
300229,1767659502,一手好牌打的稀烂,股友h9D5qw0793,09-02 10:57,31,0,AI_Agent,拓尔思,AI Agent,一手好牌打的稀烂,一手 好牌 稀烂,中性,0.0
300229,1767657891,一动不动,股友h9D5qw0793,09-02 10:56,30,0,AI_Agent,拓尔思,AI Agent,一动不动,一动不动,中性,0.0
300229,1767631870,有没有大佬带头点火,股友80FF389807,09-02 10:38,30,0,AI_Agent,拓尔思,AI Agent,有没有大佬带头点火,有没有 大佬 带头 点火,中性,0.0
300229,1767619229,两大哥能不能带下阿拓,镇定的袁芝蔓,09-02 10:30,69,0,AI_Agent,拓尔思,AI Agent,两大哥能不能带下阿拓,大哥 不能 带下 阿拓,负面,-1.0
300229,1766886432,假象，利润大跌，这个股票不可能大涨，请大家抛弃幻想见好就收，这是主力诱多的行为,只涨不跌是粑粑,09-01 09:32,202,5,AI_Agent,拓尔思,AI Agent,假象，利润大跌，这个股票不可能大涨，请大家抛弃幻想见好就收，这是主力诱多的行为,假象 利润 大跌 这个 大涨 大家 抛弃 幻想 见好就收 这是 主力 诱多 行为,中性,-0.1111
300229,1767550587,酸萝卜憋齐～,诚实的邱优10,09-02 09:56,48,1,AI_Agent,拓尔思,AI Agent,酸萝卜憋齐～,萝卜,中性,0.0
300229,1767517365,这种寡养兔买轱辘的公司。要不了今年必须退出市场。必须要清除掉。他上来就不,股友0Ym1931526,09-02 09:44,41,0,AI_Agent,拓尔思,AI Agent,这种寡养兔买轱辘的公司。要不了今年必须退出市场。必须要清除掉。他上来就不,这种 寡养 轱辘 要不了 今年 必须 退出 市场 必须 清除 上来,中性,0.0
300229,1767505283,鬼都看得出来今天得跌，可还是不舍得动。满仓你这个拉，几，一动不动好几个月了……心,王者我只玩安琪拉,09-02 09:39,40,0,AI_Agent,拓尔思,AI Agent,鬼都看得出来今天得跌，可还是不舍得动。满仓你这个拉，几，一动不动好几个月了……心,看得出来 舍得 满仓 这个 一动不动 好几个,负面,-0.3333
